Date,Marketplace,ASIN,SKU,Name,SalesOrganic,SalesPPC,UnitsOrganic,UnitsPPC,UnitsSponsoredProducts,UnitsSponsoredDisplay,Refunds,GrossProfit,NetProfit,Margin,Fulfillment Channel,downloaded_at
27/04/2026,Amazon.es,B0GFDXLJY2,3097100CLM,"ROCKING GIFTS Piñata Plegable Comunión Papel, Piñata Fiesta Comunión, Decoración De Papel 49x40 cm, para Celebraciones",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0GFDTGLMF,2890431CLM,ROCKING GIFTS Neceser Comunión Niña x 2 Modelos - Neceser Viaje Maquillaje Polipiel 21x8x12 cm Regalo Organizador Portátil Cosméticos Accesorios Práctico,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0GFDQXRXZ,2597691CLM,"ROCKING GIFTS Portafotos Bola Agua Elfo x 2 Modelos - Marco Fotos Navideño 8,8CM Plástico, Globo Nieve Decoración Regalo Infantil",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0GFDX53XB,247193CLM,"ROCKING GIFTS Plato Llano 25cm Cristal Grabado, Vajilla De Cristal 25 cm para Servir Mesa, Plato Transparente 25x2 cm, Apto Lavavajillas",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0GFDYWB3Y,2890434CLM,ROCKING GIFTS Neceser Plano Comunión Niña Polipiel x 2 Modelos 17.50 cm para Regalo Recuerdo Evento Fiesta Bautizo Viaje Maquillaje Almacenamiento Organizador Resistente Duradero,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0GFDSN2Z4,3097101CLM,"ROCKING GIFTS Piñata Plegable Comunión Papel, Piñata Fiesta Comunión, Decoración De Papel 49x40 cm, para Celebraciones",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0GFDR6BLQ,309905CLM,ROCKING GIFTS Vajilla 18 Piezas Flor Azul Porcelana Set Completo para 6 Personas Platos Diseño Floral Comida Mesa,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0GFDTMGHL,2889240CLM,"ROCKING GIFTS Llavero Sant Jordi de Goma x 2 Modelos, 5.30cm – Detalles y Recuerdos Originales, Accesorio Resistente para Mochila Llaves Coche Fiestas Regalo",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0CV4C83LZ,4917VCFBA,"Péndulo Isis 10 baterías con testigo de bronce para radiestesia, equilibrio energético y meditación; herramienta precisa para prácticas de sanación, armonización y detección de energías sutiles.",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0CPKGC1S4,255013CLMFBA,"Globo Terráqueo Vintage 12,5 cm diametro: Explora el Mundo desde tu Escritorio. Bola del Mundo con Base, Mapa Antiguo para Decoración y Aprendizaje. Regalo Educativo para Niños y Adultos",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.fr,B0CPKGC1S4,255013CLMFBA,"ROCKING GIFTS Globe terrestre, Globe terrestre Vintage avec Pied, diamètre 12,5cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0DLBP8GPV,22213009CLMFBA,ROCKING GIFTS Burlete Cortaviento de Peluche Gato 90x27 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0F1NG5L3T,2836613CLM,Caja Costurero Madera con Cajón Grande 26x23 cm Organización Costura Almacenamiento,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0F1NB3M93,2827285CLM,ROCKING GIFTS Bolsa PANOT 48x36 cm Algodon Auténtico Resistente Viaje Trabajo,0.0,0.0,0,0,0,0,2,-14.99,-14.99,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0DLBS3M1Q,27761078CLMFBA,ROCKING GIFTS Juego de Cafe Set de 6 Unidades Excellence Rayas 6x90 ml,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0CC3K8QPV,29842SGRGFBA,"ROCKING GIFTS Figura Decorativa Lagarto Metálico Colorido, Lila Azul y Verde, Adorno Placa para Colgar Pared, Decoración Mural Original para Balcón Jardín, 30 cm",0.0,0.0,0,0,0,0,0,-0.02,-0.02,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0CC3HKK98,29419SGRGFBA,"ROCKING GIFTS Adorno de Pared Ancora con Mensajes, Madera, 37x40 cm",0.0,0.0,0,0,0,0,0,-0.04,-0.04,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.it,B0BRYL18YJ,amzn.gr.4920VC-QC9DCnErFvarndq0snbzH--VG,ROCKING GIFTS Pendolo Metallico Iside 16 batterie Piccole - Una Scelta Ideale per Migliorare Le vostre capacità energetiche e spirituali.,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0BW9P8H7T,41963MDFBA,ROCKING GIFTS Guarda ABANICOS 16 Unidades Rojo 27X27X15CM,0.0,0.0,0,0,0,0,0,-0.04,-0.04,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0DLBVZN19,2676123CLMFBA,ROCKING GIFTS Quesera Redonda de Madera con Tapa 28x28 cm,0.0,0.0,0,0,0,0,0,-0.05,-0.05,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.de,B0CSKJLXF4,22212051CLMRG,"ROCKING GIFTS Türstopper, Türstopper für Boden, Plüschkatze, 20 cm, 1,2 kg Gewicht, Stoff-Türstopper mit dekorativer Sandfüllung",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0CSKJLXF4,22212051CLMRG,"ROCKING GIFTS Sujeta Puertas, Tope para Suelo, Gato de Peluche, 20 cm, 1,2 Kg de Peso, Sujeta Puertas Tela Relleno Arena Decorativo",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0D47SF9WM,3041186CLMFBA,"ROCKING GIFTS Set de 10 Cartas de Invitación para Comunión de Niña, Preparación Fiesta",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0CPJS6QZ1,3046234CLM-V2,ROCKING GIFTS Espejo De Pared Cuadrado Ventana 90cm para Decoración Interior Hogar Recibidor Salón Dormitorio De Metal Color Oro,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0CPJS6QZ1,3046234DC,ROCKING GIFTS Espejo De Pared Cuadrado Ventana 90cm para Decoración Interior Hogar Recibidor Salón Dormitorio De Metal Color Oro,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B09X8LF1L3,2776759CLMFBA,ROCKING GIFTS Mug Taza Cerámica 350ML Panot Barcelona Gris 11 cm,0.0,0.0,0,0,0,0,0,-0.12,-0.12,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.de,B07796PYPC,1886VCFBS,"Mineral Import Kettenanhänger Shungit-Trommelstein, mit Bohrung",0.0,0.0,0,0,0,0,0,-0.15,-0.15,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0BX4MM2X5,87897RGSGFBA,ROCKING GIFTS Figura de Resina Arcangel Uriel de 28 cm - Estatua Decorativa Detalles Finos y Elegantes para tu hogar o Espacio Espiritual,0.0,0.0,0,0,0,0,0,-0.21,-0.21,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B09X8P521S,305403CLM,ROCKING GIFTS Vela Aromática Vaso Cerámica Gris Panot Barcelona Cera Perfumada Decorativa Ambientador 8 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B07THFWD1Z,253253CLM,Home Gadgets Azucarero Cocina con Tapa Original Acrilico con Cuchara,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0BHF4ZX5H,288448CLM,ROCKING GIFTS Bandeja vaciabolsillos Cuadrada PANOT Gris Cemento 15 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.fr,B0BHF4ZX5H,288448CLM,ROCKING GIFTS Vassoio Svuotatoi Quadrato PANOT Grigio Cemento 15 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.de,B0BW9RZ53Q,20008MDRG,"Falcon Holz- und Metallpfeife, Standard-Serie, halbgebogen, Filter 6 mm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0CC3P6YDX,29878SGRG,"ROCKING GIFTS Armario Llavero Buda para Colgar en Pared o de Sobremesa, Madera MDF Marrón y Blanco, Colgador Llaves Organizador para Entrada Recibidor, Decoración Elegante y Étnica, 26 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B010TMDWBC,880VC,"Monolito de Selenita Grande, Minerales y Cristales Para Curación, Belleza Energética, Meditacion, Medicina Alternativa, Amuletos Espirituales",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B09QV1BT6X,7495VCFBA,Mineral Import Colgante de Shungit Media Luna Negro 5 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B01BD4Z2AO,43017SGFBA,"ROCKING GIFTS Adorno de Pared x2 Lagartos, Metal, 15 cm, decoración de Pared, jardín al Aire Libre, Figura de Lagartos, decoración de Metal, Colgante, para Patio o Valla, Terraza, Exterior",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.es,B08MYYNNL9,2597164CLM,Vidal Regalos Marco de Fotos 15 x 20 cm Portafotos Imitacion Marmol Blanco Elegante 27 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0BHF4QSMJ,22212813CLM,"ROCKING GIFTS Revistero de Polipiel Negro con Bolsillos, Cesta con Asas Cuero Sintético para Almacenaje Salón y Sofá, 38 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0CC3NZ9C5,176SGRG,"Maza de Mortero Marrón de Madera de Olivo Rústico, Triturador Manual para Moler, Mango Ergonómico, 14 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B00K59VFIW,1539VC,Mineral Import Péndulo en Obsidiana Negra,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.de,B07NCWR48F,5731SG,"Vidal Regalos Sonnenuhr ARMILLARSPHÄRE, Messing, 22 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.de,B07T25S2L7,17722SG,"ROCKING GIFTS Ovaler Jute -Teppich, 100% natürliche Jute -Faser, weicher Teppich, Handweben, Lounge Teppich, Esszimmer, Schlafzimmer, Korridore, Eingang, natürliche Farbe (85 x 55 cm)",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.fr,B07T25S2L7,17722SG,"ROCKING GIFTS Tapis de Jute Ovale, Fibre de Jute 100% Naturelle, Tapis Doux, Tissu à la Main, Tapis Salon, Salle à Manger, Chambre à Coucher, couloirs, entrée, Couleur Naturelle (85x55 cm)",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.fr,B008O66506,62207SG,Thermomètre Galileo 44 cm | Original & Décoratif | Tube en Verre avec Billes Flottantes Colorées | Ambiance Vintage pour Intérieur/Extérieur | Cadeau Scientifique et Élégant,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0F1TB2BZ1,2139525CLM,ROCKING GIFTS Hucha Cristal para Comunión Niño 17x9 cm Recuerdo Bautizo Regalo Infantil Decoración Hogar,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B0F1TB6PBT,2546137CLM,ROCKING GIFTS ESTROPAJERO Shades of Flora Ceramica 14 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBM,2026-05-04 08:37:44
27/04/2026,Amazon.es,B00IFFW0UA,245910DCAFBA,dcasa - Mesa cuadrado plegable blanca 48x48x65 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.de,B0CC3NZ9C5,176SGFBA,"Rustikaler Stössel aus Olivenholz, ergonomischer Griff, 14 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.fr,B0CC3NZ9C5,176SGFBA,"Marteau à mortier rustique en bois d'olivier, moulin à main, poignée ergonomique, 14 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.it,B0CC3NZ9C5,176SGFBA,"Set di Mortaio e Pestello in Legno di Ulivo Rustico Marrone, Tritatutto Manuale per Macinare, Manico Ergonomico, 14 cm",0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.de,B09X8QJL3R,301735CLMFBA,"Rocking Gifts Dekorative Figur Leopard Mutter und Sohn Gold, Polyresin, 25 cm",0.0,0.0,0,0,0,0,0,-0.02,-0.02,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.it,B09X8QJL3R,301735CLMFBA,Rocking Gifts Figura decorativa Leopardo Madre e Fegno Dorato Poliresina 25 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.com.be,B09X8QJL3R,301735CLMFBA,Rocking Gifts Figurine décorative Léopard mère et enfant doré polyrésine 25 cm,0.0,0.0,0,0,0,0,0,-0.02,-0.02,0.0,FBA,2026-05-04 08:37:44
27/04/2026,Amazon.fr,B09X8GRD8N,amzn.gr.305441CLM-OfRjmSK910nTRGR0hfc-VG,ROCKING GIFTS Dessous de plat en céramique en bois Panot Barcelona Gris 20 cm,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,FBA,2026-05-04 08:37:44
